"node_id","cluster_id","doi","pmid"
5478650,1,"10.1038/ng2003",17401365
6036748,1,"10.1038/nsmb1226",17401373
5108948,1,"10.2165/00063030-200721020-00004",17402793
3505259,1,"10.1007/s00428-007-0532-2",18040713
104234,1,"10.1101/gad.1519107",17403776
1275562,1,"10.1038/sj.onc.1210436",17404574
6216810,1,"10.1111/j.1600-0463.2007.apm_775.xml.x",18042145
1075650,1,"10.1016/j.molcel.2007.09.014",18042455
476365,1,"10.1073/pnas.0709971104",18042700
975750,1,"10.1242/dev.002006",17409118
2710174,1,"10.1126/science.1149460",18048652
1238842,1,"10.1203/pdr.0b013e318045760e",17413846
922822,1,"10.1016/j.tins.2007.10.004",18054394
4694029,1,"10.1016/j.cell.2007.03.026",17418787
158224,1,"10.1016/j.immuni.2007.10.009",18055230
5753678,1,"10.5507/bp.2006.029",17426780
5651224,1,"10.1101/gr.5159906",16954537
280432,1,"10.1101/gr.5530106",16954541
2256446,1,"10.1385/1-59745-123-1:101",16957370
1979597,1,"10.1385/1-59745-123-1:209",16957377
5102608,1,"10.1093/nar/gkl458",16963499
1693379,1,"10.1093/nar/gkl646",16971455
603903,1,"10.1038/sj.embor.7400806",16977334
3861209,1,"10.1186/1471-2105-7-411",16978421
4357745,1,"10.1093/bfgp/els050",23148323
6050499,1,"10.3109/10409238.2012.738643",23163351
6410074,1,"10.1016/j.ibmb.2012.10.009",23165178
4367582,1,"10.1111/j.1460-9568.2005.03978.x",15845075
3041644,1,"10.1126/science.1108784",15845854
3841184,1,"10.1105/tpc.105.032185",15849273
1271901,1,"10.1016/j.cell.2005.04.004",15851028
4630784,1,"10.1038/nrm1644",15852042
6410069,1,"10.1084/jem.20050572",15867090
6198168,1,"10.1016/j.cytogfr.2005.02.008",15869899
6069860,1,"10.1007/s10142-005-0145-2",15875226
4751236,1,"10.1261/rna.2148705",16244135
1246119,1,"10.1093/hmg/ddi271",16244316
5664394,1,"10.1002/dvdy.20599",16247770
3908563,1,"10.1038/nature04303",16258535
2649779,1,"10.1073/pnas.0508448102",16260724
4443277,1,"10.1016/j.cell.2005.10.020",16271385
1247658,1,"10.1016/j.cell.2005.08.044",16271386
6453917,1,"10.1016/j.cell.2005.10.022",16271387
4517684,1,"10.1038/ng1675",16273107
3773213,1,"10.1016/j.cub.2003.11.017",14654021
4396488,1,"10.1126/science.1091903",14657504
5109029,1,"10.1038/nature02213",14661029
5648069,1,"10.1016/j.acthis.2015.02.007",25765112
316700,1,"10.1002/ijc.22394",17149698
273058,1,"10.1093/nar/gkl1032",17158157
5671915,1,"10.1101/gad.1495506",17158744
258488,1,"10.1038/nsmb1182",17159994
2292148,1,"10.1002/ijc.22454",17163415
120567,1,"10.1515/bmc-2014-0012",25372759
1191855,1,"10.3390/ijms151120266",25383673
4836353,1,"10.1016/s0968-0004(00)01641-8",11050429
4618593,1,"10.1016/s0092-8674(00)00095-7",11051555
6238934,1,"10.1038/nature07666",19092929
1962532,1,"10.1093/nar/gkn1004",19095692
5710960,1,"10.1080/13547500802646572",19096960
1090132,1,"10.1093/nar/gkh968",15585662
6256581,1,"10.1016/j.cub.2004.11.001",15589161
3501312,1,"10.1016/j.immuni.2004.11.007",15589164
5259617,1,"10.1093/nar/gnh171",15598818
26567,1,"10.1016/j.cell.2004.11.034",15607976
3698667,1,"10.1093/nar/gki127",15608278
2596441,1,"10.1016/j.molcel.2004.12.002",15610730
1461069,1,"10.1016/j.chembiol.2004.09.010",15610845
845100,1,"10.1261/rna.7233305",15613540
3049847,1,"10.1093/nar/gnh186",15616155
6395588,1,"10.1016/j.addr.2015.05.001",25979468
151296,1,"10.1038/nrc3932",25998712
4766715,1,"10.1038/nature04791",16724069
376145,1,"10.1038/sj.emboj.7601164",16724105
3709564,1,"10.1677/erc.1.01209",16728577
6349085,1,"10.1073/pnas.0602831103",16731620
176802,1,"10.1038/ng1799",16736018
1701215,1,"10.1038/ng1794",16736019
2063462,1,"10.1038/ng1803",16736020
3072811,1,"10.1038/ng1793",16736021
2059749,1,"10.1038/ng1791",16736022
1821605,1,"10.1038/ng1798",16736023
4751799,1,"10.1002/dvdy.20847",16736490
5484163,1,"10.1261/rna.2322506",16738409
4884863,1,"10.1126/science.1128214",16741077
882952,1,"10.3390/ijms17010031",26712751
1737252,1,"10.1016/j.cell.2006.03.043",16751099
1838818,1,"10.1038/ng1810",16751773
1700623,1,"10.1038/nature04916",16751777
6237171,1,"10.1038/nature04917",16751776
5885146,1,"10.3389/fpls.2020.01237",32903622
4542211,1,"10.1126/science.1121158",16308420
3530216,1,"10.1093/nar/gni178",16314309
1944142,1,"10.1261/rna.2248605",16314451
256625,1,"10.1016/j.biocel.2008.09.005",18834952
2577821,1,"10.1590/s1415-47572014000200014",24764762
2251113,1,"10.1038/nature04138",16319892
3127407,1,"10.1038/onc.2008.274",18836476
4671907,1,"10.1101/gad.1466306",17015424
2711115,1,"10.1016/j.ydbio.2005.10.036",16325172
1317610,1,"10.1016/j.cell.2005.09.023",16325577
4612425,1,"10.1093/nar/gkn670",18842626
4476300,1,"10.1093/carcin/bgl185",17028302
1368405,1,"10.1038/sj.onc.1209908",17028594
138449,1,"10.1038/sj.onc.1209909",17028595
5626671,1,"10.1038/sj.onc.1209912",17028597
466885,1,"10.1038/sj.onc.1209913",17028598
6017400,1,"10.1038/sj.onc.1209910",17028600
3400329,1,"10.1038/sj.onc.1209914",17028602
2243141,1,"10.1016/j.tibs.2006.09.010",17029813
593425,1,"10.1073/pnas.0508823102",16330759
2848051,1,"10.1073/pnas.0506216102",16330772
3412978,1,"10.1038/sj.onc.1209283",16331254
4680276,1,"10.1007/s10541-005-0247-4",16336177
2251881,1,"10.1016/j.cell.2005.11.023",16337999
843474,1,"10.1101/gr.077578.108",18849523
3471634,1,"10.1261/rna.5103703",12923253
2896989,1,"10.1016/s1534-5807(03)00228-4",12919683
2244190,1,"10.1016/s1534-5807(03)00227-2",12919684
2450090,1,"10.1007/978-1-4939-7435-1_2",29086366
6120132,1,"10.1093/nar/gkg707",12930946
6083689,1,"10.1038/nature01958",12931144
3385970,1,"10.1038/nrg2455",18852696
3201612,1,"10.1126/science.1146067",17656684
1316429,1,"10.1007/s00299-003-0699-1",12937944
48352,1,"10.1016/s1367-5931(03)00075-9",12941428
5555512,1,"10.1093/emboj/cdg431",12941703
33725,1,"10.1038/leu.2011.356",22182919
1372781,1,"10.1093/bfgp/elr039",22184332
290137,1,"10.1016/j.cell.2007.05.056",17662943
5253459,1,"10.1016/j.cell.2007.05.057",17662944
3292445,1,"10.1016/j.semcdb.2017.10.032",29102719
3419620,1,"10.1517/14728222.11.8.1119",17665982
1531664,1,"10.1517/14712598.7.7.1009",17665990
5620738,1,"10.1101/gad.1566707",17671087
5194542,1,"10.1016/j.bbagrm.2015.08.007",26303205
6461225,1,"10.1007/s10577-007-1144-z",17674152
2728039,1,"10.1002/jcp.21230",17674365
1202870,1,"10.1261/rna.498607",17675362
6299259,1,"10.1016/j.molcel.2007.07.015",17679093
3535895,1,"10.1053/j.gastro.2007.05.022",17681183
920904,1,"10.1199/tab.0146",22303271
6393874,1,"10.3389/fgene.2011.00029",22303325
4831166,1,"10.1126/science.1191138",21292970
1279784,1,"10.1038/nbt1052",15619616
4871582,1,"10.1089/ars.2013.5648",24111877
86382,1,"10.1101/gad.10.23.3041",8957004
4750059,1,"10.1038/nrmicro3120",24129510
1928460,1,"10.14348/molcells.2016.0013",27117456
2912175,1,"10.1007/978-94-017-7417-8_2",26659485
3662254,1,"10.1007/978-3-319-18881-2_3",26178845
4711539,1,"10.1007/978-3-319-22380-3_2",26662984
2816705,1,"10.1016/j.cub.2014.06.043",25137592
4001944,1,"10.1016/j.ajog.2015.05.057",26428496
1758774,1,"10.1002/ddr.21273",26435382
2115662,1,"10.1016/j.tcb.2015.07.011",26437588
5794916,1,"10.1016/j.tig.2017.01.003",28174021
3448064,1,"10.1038/nrg1500",15630419
6155955,1,"10.1101/gr.2908205",15632092
2579842,1,"10.1111/j.1432-1033.2004.04389.x",15634332
4222981,1,"10.1002/med.20023",15637700
1428390,1,"10.4161/rna.20146",22664917
6230978,1,"10.1038/nsmb.2296",22664986
902214,1,"10.1002/jcp.20282",15648093
6584926,1,"10.2174/138945010792006762",20545613
3185078,1,"10.1080/10590501.2010.481477",20552498
6118655,1,"10.1016/j.bbagrm.2009.05.006",19501679
5727546,1,"10.1126/science.1147535",17761850
4884891,1,"10.1126/science.1140481",17761882
6157386,1,"10.1126/science.1187058",20558712
4713751,1,"10.1016/j.ydbio.2007.08.007",17765889
5424322,1,"10.1016/j.tcb.2007.06.003",17766119
3989962,1,"10.1038/nsmb.1866",20562854
1186354,1,"10.1007/s11033-010-0205-0",20563858
2634990,1,"10.1111/j.1364-3703.2004.00227.x",20565604
4373965,1,"10.1016/j.cub.2014.06.009",25093565
6154648,1,"10.3322/caac.21244",25104502
4526557,1,"10.1261/rna.2537911",21177881
523859,1,"10.1101/gr.113050.110",21177960
136714,1,"10.1101/gr.116657.110",21177969
6270503,1,"10.1007/978-94-007-5590-1_3",23377967
6396732,1,"10.1007/978-94-007-5590-1_1",23377965
10653,1,"10.1007/978-94-007-5590-1_10",23377974
2902147,1,"10.1007/978-94-007-5590-1_11",23377975
3666496,1,"10.1007/978-94-007-5590-1_12",23377976
5106146,1,"10.1007/978-94-007-5590-1_16",23377980
4490907,1,"10.1146/annurev.cellbio.18.012502.105832",12142272
5489261,1,"10.1105/tpc.110.080671",21183704
4043013,1,"10.1126/science.1073827",12154197
1268998,1,"10.1002/wsbm.128",21197653
1097033,1,"10.1016/j.ddmec.2011.11.005",22582080
2144770,1,"10.1007/s00441-012-1438-0",22622804
3800482,1,"10.1385/1-59745-208-4:311",17172720
715848,1,"10.1385/1-59745-208-4:311",17172720
1023654,1,"10.1038/nchembio848",17173028
3989569,1,"10.1016/j.cell.2006.10.040",17174894
4454433,1,"10.1101/gad.1476406",17182867
2593980,1,"10.1038/nrm2080",17183357
3159843,1,"10.1038/nrm2085",17183358
1475461,1,"10.1105/tpc.106.044420",17189346
2276474,1,"10.1016/j.bbcan.2006.11.003",17189674
1332929,1,"10.1038/sj.tpj.6500429",17189960
1358398,1,"10.1016/j.tcb.2006.12.007",17197185
1519478,1,"10.1126/stke.3672007re1",17200520
1019476,1,"10.1101/gad.1074403",12672692
4637286,1,"10.1016/s0092-8674(03)00231-9",12679032
5060340,1,"10.1101/gad.862301",11157775
6495156,1,"10.2302/kjm.60.106",22200634
2148231,1,"10.1126/science.1126088",16627744
982008,1,"10.1186/gb-2011-12-12-r126",22208850
5136237,1,"10.1073/pnas.0602266103",16641092
2044787,1,"10.1093/hmg/ddl046",16651366
3389534,1,"10.1248/bpb.29.903",16651716
1236602,1,"10.1016/s0092-8674(01)00537-2",11701121
6144177,1,"10.1016/s0092-8674(01)00547-5",11701122
4442499,1,"10.1016/s0092-8674(01)00576-1",11719187
982726,1,"10.1073/pnas.261562698",11724966
3020742,1,"10.1261/rna.2146903",12554859
2659197,1,"10.1261/rna.2141503",12554860
5172515,1,"10.1261/rna.2780503",12554881
6336618,1,"10.1038/39215",9335491
123093,1,"10.1016/j.cell.2006.09.032",17081978
866144,1,"10.1016/j.cub.2006.08.086",17084698
5189074,1,"10.1093/nar/gkl886",17090584
5351829,1,"10.1002/jcp.20869",17096367
223776,1,"10.1038/nsmb1167",17099701
2757239,1,"10.1038/nrg1328",15143321
4710394,1,"10.1016/j.ceb.2004.04.003",15145345
6487724,1,"10.1038/nature02519",15152257
1803192,1,"10.1038/nsmb777",15156196
123685,1,"10.1038/nsmb780",15170178
3531788,1,"10.1016/s0092-8674(00)81644-x",10535731
4505507,1,"10.1016/s0092-8674(00)81645-1",10535732
1063324,1,"10.1126/science.286.5441.950",10542148
1987518,1,"10.1073/pnas.242606799",12434020
3875510,1,"10.1007/978-1-60327-017-5_16",19609760
3578811,1,"10.1038/nature08199",19626115
5550839,1,"10.1146/annurev.med.59.053006.104707",19630570
2293502,1,"10.1093/bfgp/elp024",19641088
1447083,1,"10.1146/annurev-cellbio-101512-122343",23875649
3660912,1,"10.1105/tpc.113.113159",23881412
2809334,1,"10.1517/17530059.2.2.115",23485132
935312,1,"10.1517/17530050802651553",23495961
977010,1,"10.1002/wrna.7",21956904
5639230,1,"10.1002/wrna.14",21956909
1807939,1,"10.1098/rsob.130144",24153005
1461884,1,"10.3109/10409238.2013.844092",24164576
2215414,1,"10.1002/mrd.22272",24167089
216262,1,"10.1038/nrd4140",24172333
2679167,1,"10.1038/emboj.2012.92",22531783
5727708,1,"10.1126/science.1221551",22539551
1310584,1,"10.1016/j.cell.2012.04.005",22541426
2395032,1,"10.1385/1-59259-750-5:223",14770009
172471,1,"10.1016/j.ydbio.2004.02.019",15183728
3070863,1,"10.1101/gad.13.24.3191",10617568
5422654,1,"10.1006/dbio.2001.0563",11884032
2000186,1,"10.1105/tpc.010366",11884680
1044128,1,"10.1016/j.ceb.2004.02.006",15196554
5570663,1,"10.1016/s0959-437x(02)00290-3",11893497
1746050,1,"10.1038/ng865",11896390
2857608,1,"10.1016/j.molcel.2004.05.027",15200956
1224083,1,"10.1016/j.cub.2004.06.022",15202996
1992621,1,"10.1261/rna.5181104",14970384
2772090,1,"10.1261/rna.5235104",14970398
2162274,1,"10.1016/j.cub.2004.01.035",14972688
590327,1,"10.1073/pnas.0307323101",14973191
355080,1,"10.1038/sj.emboj.7600096",14976549
6318102,1,"10.1101/gad.1706508",19056895
2597344,1,"10.1098/rstb.2008.0168",18926973
515484,1,"10.1093/nar/gkn714",18927107
5555229,1,"10.1105/tpc.010358",11910010
3614165,1,"10.1126/science.1068999",11910072
3062465,1,"10.1038/nm.1880",18931683
4506117,1,"10.1101/gad.974702",11914277
5663785,1,"10.1073/pnas.0810241105",19066226
1762189,1,"10.1196/annals.1443.009",19076353
853730,1,"10.1038/nsmb.1745",20062054
6456177,1,"10.1016/j.molcel.2008.09.014",18951094
3181645,1,"10.1055/s-0028-1096128",18951330
245990,1,"10.1101/gr.082701.108",18955434
4522866,1,"10.1016/j.bbagrm.2010.01.004",20079472
5324943,1,"10.1016/j.cell.2009.12.023",20085706
5312920,1,"10.1016/j.ejso.2008.06.006",18644693
626435,1,"10.1038/ni.f.209",18645592
5743820,1,"10.2174/138920207781386933",18645597
3137324,1,"10.1073/pnas.0804549105",18663219
1960970,1,"10.1371/journal.pone.0002818",18665242
891249,1,"10.1038/nature07242",18668037
1941775,1,"10.1038/nature07228",18668040
3936991,1,"10.1007/s00335-008-9129-6",18670804
5093227,1,"10.1371/journal.pgen.1000457",19381263
255820,1,"10.1016/j.addr.2009.04.004",19389436
1871081,1,"10.1136/jcp.2008.060681",19398594
6470864,1,"10.1016/j.ydbio.2005.01.031",15882589
5346181,1,"10.1093/nar/gki567",15891114
3710688,1,"10.1038/nrg2006",17304245
5259727,1,"10.1038/sj.cr.7310148",17310219
687254,1,"10.1210/me.2007-0022",17312270
3507356,1,"10.1016/j.pharmthera.2007.01.003",17316816
3695974,1,"10.1016/j.cell.2007.02.016",17320512
4884892,1,"10.1126/science.1140494",17322028
5727528,1,"10.1126/science.1137999",17322030
1518550,1,"10.1126/science.1138050",17322061
4558971,1,"10.1182/blood-2006-12-062398",17327404
1691059,1,"10.1186/1471-2105-8-69",17331257
4465746,1,"10.1038/nbt831",12754523
2075822,1,"10.1016/s1097-2765(03)00153-9",12769849
1274424,1,"10.1038/nrm1129",12778125
4482786,1,"10.1038/nsmb.2232",22233755
2730206,1,"10.1007/s10165-011-0583-8",22237764
2621537,1,"10.1016/j.expneurol.2011.12.043",22245616
1277616,1,"10.7150/thno.11543",26199650
1384893,1,"10.3390/cancers7030842",26226002
2102809,1,"10.1093/jb/mvq096",20833630
345522,1,"10.1002/wsbm.53",20836019
2615640,1,"10.1016/s0168-9525(02)00010-0",12493247
40652,1,"10.1101/gad.1231804",15466488
4659110,1,"10.1016/j.molcel.2004.09.028",15469823
1288950,1,"10.1016/j.cell.2009.06.044",19804757
502008,1,"10.1038/nature08434",19812667
1261906,1,"10.1038/emboj.2009.292",19816405
4908722,1,"10.4161/cc.8.21.9887",19823018
701359,1,"10.4161/cam.3.4.9913",19829062
5976426,1,"10.1016/j.biochi.2011.07.032",21843590
1257770,1,"10.1038/onc.2011.354",21860412
3479883,1,"10.4110/in.2011.11.3.135",21860607
4724672,1,"10.1007/s11103-011-9817-6",21874378
5118096,1,"10.1016/s0960-9822(00)00323-7",10704412
565128,1,"10.1038/35002607",10706289
4910226,1,"10.4331/wjbc.v5.i1.40",24600513
2958620,1,"10.1515/hsz-2014-0116",24603840
3996994,1,"10.1016/s0092-8674(00)81614-1",9827799
5115515,1,"10.1002/ijc.23325",18098137
3565963,1,"10.1002/ijc.23343",18098138
4771357,1,"10.1016/j.molcel.2014.08.028",25263593
2053290,1,"10.1101/gad.1705308",18923076
2778322,1,"10.1007/s00018-014-1576-5",24519472
3546262,1,"10.1016/j.tplants.2006.01.003",16473542
5441755,1,"10.1073/pnas.0511045103",16477010
3456233,1,"10.1186/1471-2164-7-25",16480513
940515,1,"10.1101/gad.374406",16481470
2039609,1,"10.1016/j.molcel.2006.01.031",16483934
5943971,1,"10.1126/science.1122689",16484454
3603208,1,"10.1038/ncb1373",16489342
29628,1,"10.1073/pnas.0510928103",16495412
2951904,1,"10.1038/sj.bjc.6603023",16495913
3716613,1,"10.1016/j.semcancer.2012.04.009",22561239
6134139,1,"10.1038/nn1174",14703574
332306,1,"10.1126/science.1093686",14704433
2125982,1,"10.1186/gb-2003-5-1-r1",14709173
5322551,1,"10.1007/978-1-4419-9072-3_19",14713225
6300045,1,"10.1073/pnas.0307969100",14722360
2850155,1,"10.1101/gad.1165404",14729570
5141533,1,"10.1261/rna.5167604",14730017
96377,1,"10.1016/s0092-8674(03)00759-1",14567917
2298934,1,"10.1016/s0092-8674(03)00801-8",14567918
6373521,1,"10.1242/jcs.00838",14600255
3446391,1,"10.1038/nsmb.1630",19684602
214529,1,"10.1093/hmg/ddq367",20805106
1921147,1,"10.2174/138920210790217918",20808519
2086442,1,"10.1146/annurev-pharmtox-010510-100517",20809797
4286939,1,"10.1016/j.cell.2009.08.002",19703396
6609447,1,smw-12794,19705306
3748027,1,"10.1186/1479-7364-3-4-332",19706364
4239815,1,"10.1371/journal.pbio.0030085",15723116
5977870,1,"10.1111/j.1349-7006.2005.00015.x",15723655
1829213,1,"10.1261/rna.032284.112",22850425
2274296,1,"10.1016/j.cub.2005.02.017",15723790
5375482,1,"10.1105/tpc.018986",15100397
5650467,1,"10.1038/nature03441",15735639
568293,1,"10.1016/0092-8674(81)90501-8",7237544
3405656,1,"10.1016/j.smim.2005.01.001",15737576
5213138,1,"10.1016/j.tplants.2003.12.010",15102373
3427723,1,"10.1016/j.devcel.2004.12.019",15737928
4794525,1,"10.1073/pnas.0500775102",15738385
262177,1,"10.1073/pnas.0500613102",15738415
302304,1,"10.1073/pnas.0405570102",15738428
2701284,1,"10.1101/gad.1187904",15105377
3201490,1,"10.1126/science.1097434",15105502
4812058,1,"10.1093/nar/gki200",15741182
4659886,1,"10.1101/gad.1284105",15741316
4788291,1,"10.1104/pp.111.186734",22025607
5414241,1,"10.1073/pnas.0508889103",16754881
3476791,1,"10.1371/journal.pbio.0040210",16756390
4721311,1,"10.1053/j.gastro.2006.02.057",16762633
6493915,1,"10.1016/j.ccr.2006.04.020",16766263
507865,1,"10.1101/gad.1425706",16766679
3757681,1,"10.1101/gad.1434406",16766680
6300467,1,"10.1146/annurev.micro.60.080805.142205",16768647
5679007,1,"10.1098/rspb.2006.3516",16769627
5342491,1,"10.1016/j.cell.2006.04.031",16777601
4043201,1,"10.1126/science.1130164",16778019
3754462,1,"10.1016/j.febslet.2006.05.063",16780841
3772720,1,"10.1186/1476-4598-5-24",16784538
239359,1,"10.1073/pnas.0608791103",17108080
3626784,1,"10.1016/j.cell.2006.09.033",17110334
6393696,1,"10.1016/j.semcancer.2006.10.004",17113784
4255658,1,"10.1038/nrn2037",17115073
1958736,1,"10.1073/pnas.0608845103",17116888
4495121,1,"10.1016/j.compbiolchem.2006.08.006",17123865
1725158,1,"10.1126/science.1132839",17124291
3010483,1,"10.1038/nsmb1174",17128271
5330557,1,"10.1038/nsmb1173",17128272
4777734,1,"10.1038/nsmb.1712",19946268
3652056,1,"10.1038/onc.2009.353",19956180
678018,1,"10.1126/science.1178178",19965718
4750937,1,"10.1038/nsmb.1733",19966796
3451773,1,"10.1105/tpc.105.039834",16531494
4209601,1,"10.1261/rna.2332406",16540696
1279486,1,"10.1261/rna.2326106",16540699
1723780,1,"10.1073/pnas.0600587103",16549775
413594,1,"10.2217/14796694.2.1.73",16556074
4564256,1,"10.1038/nrc1840",16557279
2773085,1,"10.3389/fncel.2014.00031",24574967
5459067,1,"10.1146/annurev-arplant-050213-035728",24579988
4690827,1,"10.1007/978-1-4614-0332-6_3",21915781
3895720,1,"10.1007/978-1-4614-0332-6_4",21915782
544612,1,"10.1007/978-1-4614-0332-6_16",21915794
334034,1,"10.4061/2011/870903",21922044
5181218,1,"10.1016/j.molcel.2011.07.024",21925378
1251927,1,"10.1016/j.ccr.2010.09.007",20951941
444486,1,"10.1016/j.molcel.2010.09.027",20965416
183599,1,"10.1016/j.canlet.2010.09.019",20965651
6282591,1,"10.1016/j.ejca.2007.04.002",17531469
5994870,1,"10.1016/j.molcel.2007.04.016",17531811
4713388,1,"10.1073/pnas.0703820104",17535905
5967719,1,"10.1038/nature05903",17538623
6093206,1,"10.1111/j.1365-2141.2007.06611.x",17539773
5333635,1,"10.1016/j.molcel.2007.05.017",17540598
4470749,1,"10.1016/j.molcel.2007.05.010",17540599
315868,1,"10.1186/gb-2007-8-6-r96",17543110
4476318,1,"10.1038/nrg3765",25022902
547848,1,"10.1016/j.cub.2007.03.043",17550772
14241073,1,"10.4161/cc.6.13.4436",17554199
2749252,1,"10.1038/nature05939",17554337
1240373,1,"10.1038/ng2081",17558406
2796575,1,"10.1038/nsmb1250",17558416
20084,1,"10.1016/j.molcel.2007.05.001",17560368
5545622,1,"10.1016/j.molcel.2007.05.018",17560377
4029063,1,"10.1089/108729003321629638",12804036
4286257,1,"10.1104/pp.103.023630",12805599
1233964,1,"10.1016/j.cub.2003.09.004",14521841
6400725,1,"10.1016/s0092-8674(03)00428-8",12809598
5355822,1,"10.1016/s0012-1606(03)00208-2",12812784
3788594,1,"10.1038/ng1251",14528306
173899,1,"10.1038/ng1253",14528307
4444538,1,"10.1105/tpc.016238",14555699
1748776,1,"10.1016/j.tibs.2003.08.005",14559182
5372931,1,"10.1016/j.cub.2003.09.035",14561401
3992457,1,"10.1016/s1044-579x(03)00038-5",14563119
4729820,1,"10.1016/j.gene.2015.12.020",26692146
5548615,1,"10.1016/j.cell.2012.10.036",23178124
1793724,1,"10.1016/j.gpb.2012.06.004",23200133
5059206,1,"10.1016/j.gpb.2012.09.003",23200136
4908745,1,"10.4161/cc.9.22.13958",21088485
6144268,1,"10.1186/1465-9921-11-159",21092244
296943,1,"10.1016/j.steroids.2010.11.003",21093468
4401763,1,"10.1093/nar/gkl183",16690972
1316905,1,"10.1007/s00294-006-0078-x",16691418
1933179,1,"10.1093/nar/gkl278",16698962
4700955,1,"10.1038/ng1804",16699516
4363177,1,"10.1016/j.biopha.2016.01.026",26898434
2701438,1,"10.1016/j.molcel.2006.03.034",16713585
6042385,1,"10.1007/s00018-014-1728-7",25209320
846981,1,"10.1261/rna.2432311",21307183
5463899,1,"10.1016/j.bbadis.2011.02.002",21315819
3867991,1,"10.1105/tpc.110.082784",21317375
2639080,1,"10.3390/molecules190914723",25232701
5014541,1,"10.3390/ncrna5010029",30909383
6313560,1,"10.1038/428485a",15057819
3331056,1,"10.2174/1386207322666190325122821",30914015
635487,1,"10.1126/science.1146484",17975059
3444055,1,"10.1016/s0092-8674(04)00261-2",15066283
1010317,1,"10.1016/s0092-8674(04)00258-2",15066284
5745965,1,"10.2741/2865",17981733
2598408,1,"10.1007/s00441-007-0530-3",17987317
4615903,1,"10.1101/gr.6597907",17989254
57637,1,"10.1101/gr.6593807",17989255
3130760,1,"10.1038/sj.leu.2405022",17989717
239226,1,"10.1093/nar/gkm952",17991681
1190257,1,"10.1634/stemcells.2007-0625",17991914
579021,1,"10.1159/000108308",18000378
2871725,1,"10.1007/978-1-61779-427-8_1",22144188
2069096,1,"10.1007/978-1-61779-427-8_21",22144208
2203518,1,"10.1016/j.tcb.2008.07.007",18774294
1398057,1,"10.1016/j.tibs.2008.06.008",18774719
860698,1,"10.1016/j.bbagrm.2008.08.005",18778799
163995,1,"10.1186/1742-4690-5-79",18786256
1954424,1,"10.1126/science.1163728",18787168
3903839,1,"10.1073/pnas.0805760105",18799732
62782,1,"10.1038/sj.embor.7400637",16439995
4572328,1,"10.1016/j.ydbio.2005.11.047",16443211
611977,1,"10.1016/j.tig.2006.01.003",16446010
1691743,1,"10.1093/nar/gkj474",16449203
408237,1,"10.1073/pnas.0510839103",16452165
3655243,1,"10.1016/j.cub.2006.01.050",16458514
6513295,1,"10.1016/j.cmet.2006.01.005",16459310
1957765,1,"10.1016/j.copbio.2006.01.008",16460926
5504735,1,"10.1073/pnas.0510565103",16461460
1385403,1,"10.1073/pnas.0511041103",16461918
1402885,1,"10.1038/ng1744",16462742
1698256,1,"10.1016/s1369-5266(02)00291-1",12183184
65649,1,"10.1126/science.1074973",12193640
677726,1,"10.1126/science.1077183",12193644
3450247,1,"10.1093/emboj/cdf476",12198168
3855025,1,"10.1093/emboj/cdf464",12198169
5203914,1,"10.1016/s0092-8674(02)00863-2",12202040
5374162,1,"10.1016/j.ceb.2009.03.002",19411171
344903,1,"10.1093/nar/gkp272",19417064
5587555,1,"10.1517/14712590902932889",19426115
6208041,1,"10.1038/nrcardio.2009.56",19434076
6198404,1,"10.2174/138920208784139555",19440450
4452497,1,"10.1517/17425250903307448",19785514
6472487,1,"10.1093/bioinformatics/btp565",19789267
6231862,1,"10.1016/j.biocel.2009.09.016",19800023
5483692,1,"10.1007/978-1-60327-005-2_1",19802585
5131527,1,"10.1007/s10142-009-0141-z",19802639
345919,1,"10.1002/bies.201000040",21105295
4630786,1,"10.1016/j.shpsc.2010.10.011",21112015
3717944,1,"10.1038/nrg2916",21116305
235385,1,"10.1002/path.2806",21125669
1776931,1,"10.1093/nar/gkv1221",26578605
5454245,1,"10.1242/dev.005629",18287206
2895202,1,"10.1016/j.semcancer.2008.01.005",18291670
3121264,1,"10.1016/j.semcancer.2008.01.002",18291671
677939,1,"10.1126/science.1154040",18292307
2006611,1,"10.1016/j.semcancer.2008.01.008",18295504
5604126,1,"10.1016/j.semcancer.2008.01.004",18295505
488838,1,"10.1016/j.semcancer.2008.01.001",18296065
485779,1,"10.1084/jem.20072108",18299402
626841,1,"10.1152/physiolgenomics.00034.2008",18303086
629710,1,"10.1186/gb-2008-9-2-210",18304383
2705919,1,"10.1073/pnas.0712321105",18308936
3094579,1,"10.1038/nsmb.1399",18311151
234110,1,"10.1038/nsmb.1391",18311153
2881519,1,"10.1186/1471-2229-8-25",18312648
5890387,1,"10.3389/fpls.2021.610283",33737942
5882139,1,"10.3389/fcell.2020.00409",32582699
3394666,1,"10.2217/fvl.10.92",21701674
6321145,1,"10.1016/j.aca.2011.05.025",21704768
1741927,1,"10.1016/j.biochi.2011.06.017",21712066
358313,1,"10.1016/j.molcel.2010.03.008",20381393
4620070,1,"10.1016/j.pharmthera.2010.03.006",20388525
3769599,1,"10.1007/s10875-010-9392-7",20393792
6225877,1,"10.1016/j.tibs.2010.03.009",20395147
6281459,1,"10.1016/j.semcdb.2008.07.013",18708151
2062513,1,"10.1038/cr.2008.278",18711447
4433937,1,"10.1111/j.1399-0004.2008.01076.x",18713256
